sample	samples	ENSG00000262814.6	_primary_site
GTEX-12696-2226-SM-5EQ65	GTEX-12696-2226-SM-5EQ65		Prostate
GTEX-12BJ1-1226-SM-5LUAE	GTEX-12BJ1-1226-SM-5LUAE		Prostate
GTEX-13NYS-1026-SM-5KLZT	GTEX-13NYS-1026-SM-5KLZT		Prostate
GTEX-145LT-0626-SM-5O99E	GTEX-145LT-0626-SM-5O99E		Prostate
GTEX-145LU-2126-SM-5Q5E9	GTEX-145LU-2126-SM-5Q5E9		Prostate
GTEX-148VJ-1826-SM-5Q5DV	GTEX-148VJ-1826-SM-5Q5DV		Prostate
GTEX-14E6E-1126-SM-5S2R4	GTEX-14E6E-1126-SM-5S2R4		Prostate
GTEX-U8XE-2526-SM-5CHR8	GTEX-U8XE-2526-SM-5CHR8		Prostate
GTEX-WFG8-1826-SM-5CHQW	GTEX-WFG8-1826-SM-5CHQW		Prostate
GTEX-WFON-1626-SM-5CHSM	GTEX-WFON-1626-SM-5CHSM		Prostate
GTEX-WK11-2626-SM-4OOSK	GTEX-WK11-2626-SM-4OOSK		Prostate
GTEX-WZTO-0926-SM-4PQZ3	GTEX-WZTO-0926-SM-4PQZ3		Prostate
GTEX-XAJ8-0626-SM-47JY4	GTEX-XAJ8-0626-SM-47JY4		Prostate
GTEX-XXEK-1226-SM-4BRUY	GTEX-XXEK-1226-SM-4BRUY		Prostate
GTEX-Y8E4-2126-SM-5RQHO	GTEX-Y8E4-2126-SM-5RQHO		Prostate
GTEX-ZEX8-2026-SM-4WKF3	GTEX-ZEX8-2026-SM-4WKF3		Prostate
GTEX-ZPU1-2026-SM-57WFI	GTEX-ZPU1-2026-SM-57WFI		Prostate
GTEX-ZTTD-2726-SM-57WFA	GTEX-ZTTD-2726-SM-57WFA		Prostate
GTEX-ZVP2-0826-SM-59HJ6	GTEX-ZVP2-0826-SM-59HJ6		Prostate
GTEX-ZZ64-0926-SM-5E44L	GTEX-ZZ64-0926-SM-5E44L		Prostate
GTEX-1122O-1326-SM-5H11F	GTEX-1122O-1326-SM-5H11F		Small Intestine
GTEX-11DXZ-1326-SM-5H11X	GTEX-11DXZ-1326-SM-5H11X		Small Intestine
GTEX-131XF-1326-SM-5GCMQ	GTEX-131XF-1326-SM-5GCMQ		Small Intestine
GTEX-1399S-2026-SM-5KM4B	GTEX-1399S-2026-SM-5KM4B		Small Intestine
GTEX-13RTK-0826-SM-5Q5C6	GTEX-13RTK-0826-SM-5Q5C6		Small Intestine
GTEX-13W3W-2026-SM-5K7UL	GTEX-13W3W-2026-SM-5K7UL		Small Intestine
GTEX-14E6E-1626-SM-5RQI7	GTEX-14E6E-1626-SM-5RQI7		Small Intestine
GTEX-W5X1-1926-SM-5CHSC	GTEX-W5X1-1926-SM-5CHSC		Small Intestine
GTEX-WEY5-1526-SM-5CHS9	GTEX-WEY5-1526-SM-5CHS9		Small Intestine
GTEX-XGQ4-1326-SM-4GIDU	GTEX-XGQ4-1326-SM-4GIDU		Small Intestine
GTEX-ZEX8-1826-SM-57WBH	GTEX-ZEX8-1826-SM-57WBH		Small Intestine
GTEX-ZQG8-2526-SM-57WEQ	GTEX-ZQG8-2526-SM-57WEQ		Small Intestine
GTEX-ZXES-1526-SM-5NQ95	GTEX-ZXES-1526-SM-5NQ95		Small Intestine
GTEX-ZYWO-1526-SM-5SIAL	GTEX-ZYWO-1526-SM-5SIAL		Small Intestine
GTEX-11EM3-1526-SM-5A5KN	GTEX-11EM3-1526-SM-5A5KN		Colon
GTEX-11EM3-1626-SM-5N9CO	GTEX-11EM3-1626-SM-5N9CO		Colon
GTEX-11LCK-2026-SM-5A5MA	GTEX-11LCK-2026-SM-5A5MA		Colon
GTEX-11TT1-1026-SM-5PNW7	GTEX-11TT1-1026-SM-5PNW7		Colon
GTEX-11VI4-1426-SM-5GU6O	GTEX-11VI4-1426-SM-5GU6O		Colon
GTEX-11VI4-1526-SM-5EQKC	GTEX-11VI4-1526-SM-5EQKC		Colon
GTEX-11WQK-2126-SM-5EQME	GTEX-11WQK-2126-SM-5EQME		Colon
GTEX-11WQK-2526-SM-5CVL8	GTEX-11WQK-2526-SM-5CVL8		Colon
GTEX-12KS4-2326-SM-5EGJB	GTEX-12KS4-2326-SM-5EGJB		Colon
GTEX-12WSD-2626-SM-5EGJE	GTEX-12WSD-2626-SM-5EGJE		Colon
GTEX-12ZZW-2426-SM-5DUWE	GTEX-12ZZW-2426-SM-5DUWE		Colon
GTEX-12ZZZ-2426-SM-5GCNN	GTEX-12ZZZ-2426-SM-5GCNN		Colon
GTEX-131XG-1826-SM-5LZV4	GTEX-131XG-1826-SM-5LZV4		Colon
GTEX-1399U-1926-SM-5IFH7	GTEX-1399U-1926-SM-5IFH7		Colon
GTEX-1399U-2226-SM-5KLZI	GTEX-1399U-2226-SM-5KLZI		Colon
GTEX-139D8-2926-SM-5IJBM	GTEX-139D8-2926-SM-5IJBM		Colon
GTEX-139T6-1426-SM-5P9J7	GTEX-139T6-1426-SM-5P9J7		Colon
GTEX-139TS-1926-SM-5IJFO	GTEX-139TS-1926-SM-5IJFO		Colon
GTEX-139TS-2226-SM-5J2N1	GTEX-139TS-2226-SM-5J2N1		Colon
GTEX-139UW-2326-SM-5KM1Y	GTEX-139UW-2326-SM-5KM1Y		Colon
GTEX-13FTW-1826-SM-5IJEN	GTEX-13FTW-1826-SM-5IJEN		Colon
GTEX-13FTW-2126-SM-5K7YG	GTEX-13FTW-2126-SM-5K7YG		Colon
GTEX-13O3P-2326-SM-5KM55	GTEX-13O3P-2326-SM-5KM55		Colon
GTEX-13OVI-2026-SM-5J1MU	GTEX-13OVI-2026-SM-5J1MU		Colon
GTEX-13OVJ-1726-SM-5IJDZ	GTEX-13OVJ-1726-SM-5IJDZ		Colon
GTEX-13OW5-2826-SM-5KM1G	GTEX-13OW5-2826-SM-5KM1G		Colon
GTEX-13OW6-2126-SM-5N9GL	GTEX-13OW6-2126-SM-5N9GL		Colon
GTEX-13PL7-2426-SM-5J2N3	GTEX-13PL7-2426-SM-5J2N3		Colon
GTEX-13QBU-2026-SM-5KLZB	GTEX-13QBU-2026-SM-5KLZB		Colon
GTEX-13VXT-2426-SM-5LU46	GTEX-13VXT-2426-SM-5LU46		Colon
GTEX-144GN-1126-SM-5LU33	GTEX-144GN-1126-SM-5LU33		Colon
GTEX-1477Z-2126-SM-5Q5CM	GTEX-1477Z-2126-SM-5Q5CM		Colon
GTEX-14BMV-2426-SM-5S2PP	GTEX-14BMV-2426-SM-5S2PP		Colon
GTEX-14C5O-2626-SM-5RQI5	GTEX-14C5O-2626-SM-5RQI5		Colon
GTEX-14E6C-2226-SM-5QGQG	GTEX-14E6C-2226-SM-5QGQG		Colon
GTEX-14E6E-1726-SM-5S2R6	GTEX-14E6E-1726-SM-5S2R6		Colon
GTEX-14ICL-1226-SM-5S2RD	GTEX-14ICL-1226-SM-5S2RD		Colon
GTEX-O5YT-1426-SM-3MJHC	GTEX-O5YT-1426-SM-3MJHC		Colon
GTEX-P4PP-1426-SM-3NM9L	GTEX-P4PP-1426-SM-3NM9L		Colon
GTEX-PLZ6-0926-SM-3P5ZQ	GTEX-PLZ6-0926-SM-3P5ZQ		Colon
GTEX-R55C-1126-SM-48FCJ	GTEX-R55C-1126-SM-48FCJ		Colon
GTEX-RWS6-1826-SM-47JXX	GTEX-RWS6-1826-SM-47JXX		Colon
GTEX-S3XE-1126-SM-4AD4N	GTEX-S3XE-1126-SM-4AD4N		Colon
GTEX-S4UY-0826-SM-4AD4Z	GTEX-S4UY-0826-SM-4AD4Z		Colon
GTEX-SNMC-1126-SM-4DM5M	GTEX-SNMC-1126-SM-4DM5M		Colon
GTEX-T5JW-1126-SM-5CHQU	GTEX-T5JW-1126-SM-5CHQU		Colon
GTEX-U3ZH-1326-SM-4DXSF	GTEX-U3ZH-1326-SM-4DXSF		Colon
GTEX-U3ZN-2126-SM-4DXU1	GTEX-U3ZN-2126-SM-4DXU1		Colon
GTEX-U4B1-1126-SM-4DXV3	GTEX-U4B1-1126-SM-4DXV3		Colon
GTEX-V955-1726-SM-4JBHF	GTEX-V955-1726-SM-4JBHF		Colon
GTEX-VJYA-2126-SM-4KL1O	GTEX-VJYA-2126-SM-4KL1O		Colon
GTEX-W5X1-1726-SM-5CHRN	GTEX-W5X1-1726-SM-5CHRN		Colon
GTEX-WEY5-1426-SM-5CHSN	GTEX-WEY5-1426-SM-5CHSN		Colon
GTEX-WEY5-1626-SM-5CHRS	GTEX-WEY5-1626-SM-5CHRS		Colon
GTEX-WFG7-1626-SM-4LVMF	GTEX-WFG7-1626-SM-4LVMF		Colon
GTEX-WFON-1326-SM-4LVMN	GTEX-WFON-1326-SM-4LVMN		Colon
GTEX-WYJK-2226-SM-4ONDJ	GTEX-WYJK-2226-SM-4ONDJ		Colon
GTEX-WYVS-1826-SM-4OND6	GTEX-WYVS-1826-SM-4OND6		Colon
GTEX-X5EB-0926-SM-46MVT	GTEX-X5EB-0926-SM-46MVT		Colon
GTEX-XBED-1726-SM-47JYO	GTEX-XBED-1726-SM-47JYO		Colon
GTEX-XPVG-1826-SM-4B64X	GTEX-XPVG-1826-SM-4B64X		Colon
GTEX-XQ8I-2326-SM-4BOQC	GTEX-XQ8I-2326-SM-4BOQC		Colon
GTEX-XUZC-1526-SM-4BRV4	GTEX-XUZC-1526-SM-4BRV4		Colon
GTEX-Y8LW-1126-SM-4VDS4	GTEX-Y8LW-1126-SM-4VDS4		Colon
GTEX-Y9LG-1326-SM-4VBQB	GTEX-Y9LG-1326-SM-4VBQB		Colon
GTEX-Y9LG-1526-SM-4WWDR	GTEX-Y9LG-1526-SM-4WWDR		Colon
GTEX-YJ8O-1426-SM-5PNV9	GTEX-YJ8O-1426-SM-5PNV9		Colon
GTEX-ZC5H-2426-SM-4WAZ6	GTEX-ZC5H-2426-SM-4WAZ6		Colon
GTEX-ZPCL-1626-SM-57WGC	GTEX-ZPCL-1626-SM-57WGC		Colon
GTEX-ZPCL-1826-SM-57WF1	GTEX-ZPCL-1826-SM-57WF1		Colon
GTEX-ZPIC-2226-SM-57WDX	GTEX-ZPIC-2226-SM-57WDX		Colon
GTEX-ZT9W-1826-SM-51MQX	GTEX-ZT9W-1826-SM-51MQX		Colon
GTEX-ZV6S-1226-SM-59HLH	GTEX-ZV6S-1226-SM-59HLH		Colon
GTEX-ZVT2-1926-SM-5GU5T	GTEX-ZVT2-1926-SM-5GU5T		Colon
GTEX-ZXES-1726-SM-5E43G	GTEX-ZXES-1726-SM-5E43G		Colon
GTEX-ZYY3-2226-SM-5E45A	GTEX-ZYY3-2226-SM-5E45A		Colon
GTEX-117YX-1026-SM-5H11V	GTEX-117YX-1026-SM-5H11V		Stomach
GTEX-11P7K-1726-SM-5GU6F	GTEX-11P7K-1726-SM-5GU6F		Stomach
GTEX-12WSG-2026-SM-5FQUU	GTEX-12WSG-2026-SM-5FQUU		Stomach
GTEX-12WSK-1426-SM-5CVNN	GTEX-12WSK-1426-SM-5CVNN		Stomach
GTEX-133LE-1326-SM-5IFGO	GTEX-133LE-1326-SM-5IFGO		Stomach
GTEX-1399S-1626-SM-5P9GI	GTEX-1399S-1626-SM-5P9GI		Stomach
GTEX-1399U-1626-SM-5P9J3	GTEX-1399U-1626-SM-5P9J3		Stomach
GTEX-13N1W-2026-SM-5K7YU	GTEX-13N1W-2026-SM-5K7YU		Stomach
GTEX-13OVI-1826-SM-5IFFT	GTEX-13OVI-1826-SM-5IFFT		Stomach
GTEX-13QJ3-2726-SM-5SI6L	GTEX-13QJ3-2726-SM-5SI6L		Stomach
GTEX-13U4I-2526-SM-5SI8Z	GTEX-13U4I-2526-SM-5SI8Z		Stomach
GTEX-144GM-1726-SM-5O9AS	GTEX-144GM-1726-SM-5O9AS		Stomach
GTEX-145LT-1426-SM-5O9B3	GTEX-145LT-1426-SM-5O9B3		Stomach
GTEX-145MN-1326-SM-5NQ9S	GTEX-145MN-1326-SM-5NQ9S		Stomach
GTEX-PWCY-0926-SM-48TD7	GTEX-PWCY-0926-SM-48TD7		Stomach
GTEX-R55C-1026-SM-48FCM	GTEX-R55C-1026-SM-48FCM		Stomach
GTEX-RTLS-2626-SM-46MUJ	GTEX-RTLS-2626-SM-46MUJ		Stomach
GTEX-S95S-0826-SM-4B64N	GTEX-S95S-0826-SM-4B64N		Stomach
GTEX-SUCS-0926-SM-5CHSU	GTEX-SUCS-0926-SM-5CHSU		Stomach
GTEX-T5JW-0926-SM-5CHSK	GTEX-T5JW-0926-SM-5CHSK		Stomach
GTEX-TMMY-1626-SM-4DXTY	GTEX-TMMY-1626-SM-4DXTY		Stomach
GTEX-U3ZN-2026-SM-4DXUC	GTEX-U3ZN-2026-SM-4DXUC		Stomach
GTEX-U4B1-1026-SM-4DXT1	GTEX-U4B1-1026-SM-4DXT1		Stomach
GTEX-UPIC-1826-SM-4IHKC	GTEX-UPIC-1826-SM-4IHKC		Stomach
GTEX-WEY5-1226-SM-4LMIQ	GTEX-WEY5-1226-SM-4LMIQ		Stomach
GTEX-WEY5-1226-SM-5CHTK	GTEX-WEY5-1226-SM-5CHTK		Stomach
GTEX-WFG8-1326-SM-5CHRX	GTEX-WFG8-1326-SM-5CHRX		Stomach
GTEX-WHPG-0426-SM-4M1XW	GTEX-WHPG-0426-SM-4M1XW		Stomach
GTEX-XBEW-1826-SM-4RTWX	GTEX-XBEW-1826-SM-4RTWX		Stomach
GTEX-XPVG-1526-SM-4B66C	GTEX-XPVG-1526-SM-4B66C		Stomach
GTEX-XUJ4-1226-SM-4BOPD	GTEX-XUJ4-1226-SM-4BOPD		Stomach
GTEX-ZA64-0826-SM-5HL9U	GTEX-ZA64-0826-SM-5HL9U		Stomach
GTEX-ZPU1-1626-SM-4WWB2	GTEX-ZPU1-1626-SM-4WWB2		Stomach
GTEX-ZT9W-1526-SM-4YCDE	GTEX-ZT9W-1526-SM-4YCDE		Stomach
GTEX-ZY6K-0726-SM-5A5L8	GTEX-ZY6K-0726-SM-5A5L8		Stomach
GTEX-111CU-0826-SM-5EGIJ	GTEX-111CU-0826-SM-5EGIJ		Esophagus
GTEX-1122O-1626-SM-5N9CX	GTEX-1122O-1626-SM-5N9CX		Esophagus
GTEX-113JC-1026-SM-5H117	GTEX-113JC-1026-SM-5H117		Esophagus
GTEX-117YX-1826-SM-5H12K	GTEX-117YX-1826-SM-5H12K		Esophagus
GTEX-11DXZ-1026-SM-5N9D5	GTEX-11DXZ-1026-SM-5N9D5		Esophagus
GTEX-11DXZ-1226-SM-5H11L	GTEX-11DXZ-1226-SM-5H11L		Esophagus
GTEX-11EI6-1526-SM-5P9GL	GTEX-11EI6-1526-SM-5P9GL		Esophagus
GTEX-11EM3-0726-SM-5GZZM	GTEX-11EM3-0726-SM-5GZZM		Esophagus
GTEX-11EM3-0826-SM-5N9CC	GTEX-11EM3-0826-SM-5N9CC		Esophagus
GTEX-11EMC-2226-SM-5A5JW	GTEX-11EMC-2226-SM-5A5JW		Esophagus
GTEX-11ILO-1026-SM-5A5LP	GTEX-11ILO-1026-SM-5A5LP		Esophagus
GTEX-11LCK-1526-SM-5HL64	GTEX-11LCK-1526-SM-5HL64		Esophagus
GTEX-11O72-1926-SM-5PNW1	GTEX-11O72-1926-SM-5PNW1		Esophagus
GTEX-11ONC-1526-SM-5GU6S	GTEX-11ONC-1526-SM-5GU6S		Esophagus
GTEX-11TT1-0426-SM-5EGI9	GTEX-11TT1-0426-SM-5EGI9		Esophagus
GTEX-11TT1-0626-SM-5GU4X	GTEX-11TT1-0626-SM-5GU4X		Esophagus
GTEX-11XUK-0726-SM-5EQMX	GTEX-11XUK-0726-SM-5EQMX		Esophagus
GTEX-11XUK-0826-SM-5GU6P	GTEX-11XUK-0826-SM-5GU6P		Esophagus
GTEX-1211K-1326-SM-5FQV2	GTEX-1211K-1326-SM-5FQV2		Esophagus
GTEX-12BJ1-1626-SM-5HL8Y	GTEX-12BJ1-1626-SM-5HL8Y		Esophagus
GTEX-12WSD-1926-SM-5GCOV	GTEX-12WSD-1926-SM-5GCOV		Esophagus
GTEX-12WSJ-0826-SM-5PNWV	GTEX-12WSJ-0826-SM-5PNWV		Esophagus
GTEX-12WSL-1226-SM-5DUXE	GTEX-12WSL-1226-SM-5DUXE		Esophagus
GTEX-12ZZY-1426-SM-5N9EI	GTEX-12ZZY-1426-SM-5N9EI		Esophagus
GTEX-13111-0826-SM-5LZV3	GTEX-13111-0826-SM-5LZV3		Esophagus
GTEX-13111-1126-SM-5GCMZ	GTEX-13111-1126-SM-5GCMZ		Esophagus
GTEX-131XG-1126-SM-5DUWR	GTEX-131XG-1126-SM-5DUWR		Esophagus
GTEX-132QS-1526-SM-5J2MV	GTEX-132QS-1526-SM-5J2MV		Esophagus
GTEX-1339X-1226-SM-5PNVO	GTEX-1339X-1226-SM-5PNVO		Esophagus
GTEX-1399U-1226-SM-5K7XT	GTEX-1399U-1226-SM-5K7XT		Esophagus
GTEX-1399U-1426-SM-5J1N8	GTEX-1399U-1426-SM-5J1N8		Esophagus
GTEX-13CF3-1526-SM-5J2NB	GTEX-13CF3-1526-SM-5J2NB		Esophagus
GTEX-13CF3-1726-SM-5LU9E	GTEX-13CF3-1726-SM-5LU9E		Esophagus
GTEX-13D11-1826-SM-5J2NM	GTEX-13D11-1826-SM-5J2NM		Esophagus
GTEX-13FHO-1826-SM-5K7Y6	GTEX-13FHO-1826-SM-5K7Y6		Esophagus
GTEX-13JVG-2026-SM-5KM1N	GTEX-13JVG-2026-SM-5KM1N		Esophagus
GTEX-13N11-1226-SM-5KM4D	GTEX-13N11-1226-SM-5KM4D		Esophagus
GTEX-13N2G-1226-SM-5IJCI	GTEX-13N2G-1226-SM-5IJCI		Esophagus
GTEX-13NZB-1226-SM-5J2MW	GTEX-13NZB-1226-SM-5J2MW		Esophagus
GTEX-13O3P-2726-SM-5KM2R	GTEX-13O3P-2726-SM-5KM2R		Esophagus
GTEX-13O3Q-0826-SM-5IFGF	GTEX-13O3Q-0826-SM-5IFGF		Esophagus
GTEX-13O61-1026-SM-5L3F6	GTEX-13O61-1026-SM-5L3F6		Esophagus
GTEX-13OVG-1026-SM-5KLZ3	GTEX-13OVG-1026-SM-5KLZ3		Esophagus
GTEX-13OVI-2526-SM-5KM4V	GTEX-13OVI-2526-SM-5KM4V		Esophagus
GTEX-13OVI-2626-SM-5KM4T	GTEX-13OVI-2626-SM-5KM4T		Esophagus
GTEX-13OVL-1926-SM-5KM14	GTEX-13OVL-1926-SM-5KM14		Esophagus
GTEX-13QIC-2026-SM-5N9G9	GTEX-13QIC-2026-SM-5N9G9		Esophagus
GTEX-13RTK-0526-SM-5S2QF	GTEX-13RTK-0526-SM-5S2QF		Esophagus
GTEX-13RTK-0626-SM-5Q5EK	GTEX-13RTK-0626-SM-5Q5EK		Esophagus
GTEX-13VXT-1826-SM-5KM2F	GTEX-13VXT-1826-SM-5KM2F		Esophagus
GTEX-13YAN-1826-SM-5LU3Q	GTEX-13YAN-1826-SM-5LU3Q		Esophagus
GTEX-144GM-1426-SM-5LU31	GTEX-144GM-1426-SM-5LU31		Esophagus
GTEX-145LS-2026-SM-5Q5D7	GTEX-145LS-2026-SM-5Q5D7		Esophagus
GTEX-145LT-1126-SM-5LUA1	GTEX-145LT-1126-SM-5LUA1		Esophagus
GTEX-145LV-1326-SM-5S2QI	GTEX-145LV-1326-SM-5S2QI		Esophagus
GTEX-145MF-1426-SM-5O9B6	GTEX-145MF-1426-SM-5O9B6		Esophagus
GTEX-145MN-1126-SM-5RQJB	GTEX-145MN-1126-SM-5RQJB		Esophagus
GTEX-146FQ-1026-SM-5LU8I	GTEX-146FQ-1026-SM-5LU8I		Esophagus
GTEX-146FQ-1126-SM-5NQBM	GTEX-146FQ-1126-SM-5NQBM		Esophagus
GTEX-14A5H-1826-SM-5NQAB	GTEX-14A5H-1826-SM-5NQAB		Esophagus
GTEX-14BIM-1226-SM-5SIBC	GTEX-14BIM-1226-SM-5SIBC		Esophagus
GTEX-14E1K-1226-SM-5S2PD	GTEX-14E1K-1226-SM-5S2PD		Esophagus
GTEX-14ICL-0526-SM-5RQJ6	GTEX-14ICL-0526-SM-5RQJ6		Esophagus
GTEX-OIZH-0726-SM-3NB1I	GTEX-OIZH-0726-SM-3NB1I		Esophagus
GTEX-OXRK-1426-SM-3NB19	GTEX-OXRK-1426-SM-3NB19		Esophagus
GTEX-P4QT-0726-SM-3NMCM	GTEX-P4QT-0726-SM-3NMCM		Esophagus
GTEX-PLZ6-0626-SM-5J1P1	GTEX-PLZ6-0626-SM-5J1P1		Esophagus
GTEX-Q2AG-1226-SM-4GICA	GTEX-Q2AG-1226-SM-4GICA		Esophagus
GTEX-Q2AH-1026-SM-48TZI	GTEX-Q2AH-1026-SM-48TZI		Esophagus
GTEX-QEG4-0726-SM-4R1JL	GTEX-QEG4-0726-SM-4R1JL		Esophagus
GTEX-QEL4-1426-SM-447AC	GTEX-QEL4-1426-SM-447AC		Esophagus
GTEX-REY6-1326-SM-48FDO	GTEX-REY6-1326-SM-48FDO		Esophagus
GTEX-RU1J-0326-SM-46MUM	GTEX-RU1J-0326-SM-46MUM		Esophagus
GTEX-RWS6-0826-SM-47JXF	GTEX-RWS6-0826-SM-47JXF		Esophagus
GTEX-S4Z8-0726-SM-4GICB	GTEX-S4Z8-0726-SM-4GICB		Esophagus
GTEX-S7SF-0926-SM-4AD4M	GTEX-S7SF-0926-SM-4AD4M		Esophagus
GTEX-SNOS-0626-SM-4DM5F	GTEX-SNOS-0626-SM-4DM5F		Esophagus
GTEX-SUCS-0726-SM-4DM7J	GTEX-SUCS-0726-SM-4DM7J		Esophagus
GTEX-SUCS-0726-SM-5CHR7	GTEX-SUCS-0726-SM-5CHR7		Esophagus
GTEX-T5JW-1326-SM-5CHQT	GTEX-T5JW-1326-SM-5CHQT		Esophagus
GTEX-T5JW-1426-SM-5CHRI	GTEX-T5JW-1426-SM-5CHRI		Esophagus
GTEX-T6MN-1426-SM-5CHQN	GTEX-T6MN-1426-SM-5CHQN		Esophagus
GTEX-T6MN-1526-SM-5CHR6	GTEX-T6MN-1526-SM-5CHR6		Esophagus
GTEX-T8EM-0626-SM-4DM62	GTEX-T8EM-0626-SM-4DM62		Esophagus
GTEX-TMMY-1126-SM-4DXSX	GTEX-TMMY-1126-SM-4DXSX		Esophagus
GTEX-TSE9-1226-SM-5CHRM	GTEX-TSE9-1226-SM-5CHRM		Esophagus
GTEX-U3ZM-0626-SM-4DXTV	GTEX-U3ZM-0626-SM-4DXTV		Esophagus
GTEX-U3ZN-1726-SM-4DXUQ	GTEX-U3ZN-1726-SM-4DXUQ		Esophagus
GTEX-U8XE-1326-SM-4E3JK	GTEX-U8XE-1326-SM-4E3JK		Esophagus
GTEX-U8XE-1726-SM-5CHQJ	GTEX-U8XE-1726-SM-5CHQJ		Esophagus
GTEX-U8XE-1826-SM-5CHRW	GTEX-U8XE-1826-SM-5CHRW		Esophagus
GTEX-UJHI-0826-SM-4IHLM	GTEX-UJHI-0826-SM-4IHLM		Esophagus
GTEX-UJMC-0926-SM-4IHLK	GTEX-UJMC-0926-SM-4IHLK		Esophagus
GTEX-UJMC-1026-SM-4IHKN	GTEX-UJMC-1026-SM-4IHKN		Esophagus
GTEX-UPK5-1326-SM-4IHLE	GTEX-UPK5-1326-SM-4IHLE		Esophagus
GTEX-V1D1-1026-SM-4JBHE	GTEX-V1D1-1026-SM-4JBHE		Esophagus
GTEX-V1D1-1226-SM-4JBI5	GTEX-V1D1-1226-SM-4JBI5		Esophagus
GTEX-WEY5-0926-SM-5CHT2	GTEX-WEY5-0926-SM-5CHT2		Esophagus
GTEX-WEY5-1026-SM-5CHQK	GTEX-WEY5-1026-SM-5CHQK		Esophagus
GTEX-WEY5-1126-SM-4LMIE	GTEX-WEY5-1126-SM-4LMIE		Esophagus
GTEX-WEY5-1126-SM-5CHTL	GTEX-WEY5-1126-SM-5CHTL		Esophagus
GTEX-WFG7-1126-SM-4LMK3	GTEX-WFG7-1126-SM-4LMK3		Esophagus
GTEX-WFG8-1026-SM-5CHRZ	GTEX-WFG8-1026-SM-5CHRZ		Esophagus
GTEX-WFG8-1226-SM-4V6EI	GTEX-WFG8-1226-SM-4V6EI		Esophagus
GTEX-WFJO-0426-SM-4LVM7	GTEX-WFJO-0426-SM-4LVM7		Esophagus
GTEX-WFON-0826-SM-4LVMI	GTEX-WFON-0826-SM-4LVMI		Esophagus
GTEX-WFON-0826-SM-5CHTM	GTEX-WFON-0826-SM-5CHTM		Esophagus
GTEX-WH7G-0926-SM-4LVMJ	GTEX-WH7G-0926-SM-4LVMJ		Esophagus
GTEX-WHPG-1126-SM-4M1XT	GTEX-WHPG-1126-SM-4M1XT		Esophagus
GTEX-WHSE-1426-SM-4M1XG	GTEX-WHSE-1426-SM-4M1XG		Esophagus
GTEX-WK11-1126-SM-4OOSJ	GTEX-WK11-1126-SM-4OOSJ		Esophagus
GTEX-WVLH-1526-SM-4MVOC	GTEX-WVLH-1526-SM-4MVOC		Esophagus
GTEX-WYJK-2026-SM-4ONDE	GTEX-WYJK-2026-SM-4ONDE		Esophagus
GTEX-WYJK-2126-SM-4ONDG	GTEX-WYJK-2126-SM-4ONDG		Esophagus
GTEX-WYVS-0826-SM-4RTXB	GTEX-WYVS-0826-SM-4RTXB		Esophagus
GTEX-X4LF-0626-SM-4QASB	GTEX-X4LF-0626-SM-4QASB		Esophagus
GTEX-X5EB-1426-SM-46MVW	GTEX-X5EB-1426-SM-46MVW		Esophagus
GTEX-X5EB-1526-SM-4E3JC	GTEX-X5EB-1526-SM-4E3JC		Esophagus
GTEX-X8HC-1526-SM-46MWD	GTEX-X8HC-1526-SM-46MWD		Esophagus
GTEX-XK95-1026-SM-4GIDV	GTEX-XK95-1026-SM-4GIDV		Esophagus
GTEX-XPVG-1426-SM-4B668	GTEX-XPVG-1426-SM-4B668		Esophagus
GTEX-XUJ4-1026-SM-4BOPB	GTEX-XUJ4-1026-SM-4BOPB		Esophagus
GTEX-XUJ4-1126-SM-4BOPC	GTEX-XUJ4-1126-SM-4BOPC		Esophagus
GTEX-XUW1-1326-SM-4BOO1	GTEX-XUW1-1326-SM-4BOO1		Esophagus
GTEX-XUZC-0326-SM-4BOO8	GTEX-XUZC-0326-SM-4BOO8		Esophagus
GTEX-XV7Q-1226-SM-4BRVT	GTEX-XV7Q-1226-SM-4BRVT		Esophagus
GTEX-Y114-0926-SM-4TT7J	GTEX-Y114-0926-SM-4TT7J		Esophagus
GTEX-Y5LM-1026-SM-4VDSQ	GTEX-Y5LM-1026-SM-4VDSQ		Esophagus
GTEX-Y5V5-1526-SM-4VBQ1	GTEX-Y5V5-1526-SM-4VBQ1		Esophagus
GTEX-Y8E4-1826-SM-4VBPV	GTEX-Y8E4-1826-SM-4VBPV		Esophagus
GTEX-Y8LW-0526-SM-4VDS7	GTEX-Y8LW-0526-SM-4VDS7		Esophagus
GTEX-YB5K-0726-SM-5LU8R	GTEX-YB5K-0726-SM-5LU8R		Esophagus
GTEX-YECK-1626-SM-5IFHQ	GTEX-YECK-1626-SM-5IFHQ		Esophagus
GTEX-YF7O-1026-SM-5P9IP	GTEX-YF7O-1026-SM-5P9IP		Esophagus
GTEX-ZAB4-1226-SM-5CVN5	GTEX-ZAB4-1226-SM-5CVN5		Esophagus
GTEX-ZAK1-1526-SM-5S2OV	GTEX-ZAK1-1526-SM-5S2OV		Esophagus
GTEX-ZDTT-1326-SM-4WKFH	GTEX-ZDTT-1326-SM-4WKFH		Esophagus
GTEX-ZDYS-0726-SM-4WKGN	GTEX-ZDYS-0726-SM-4WKGN		Esophagus
GTEX-ZEX8-1326-SM-4WWEW	GTEX-ZEX8-1326-SM-4WWEW		Esophagus
