,V1,V2,V3
TCGA.OR.A5LR.01,ACC(T=79;N=258),Tumor,6.34038908590267
GTEX.ZAK1.1326.SM.EVYAS,BRCA(T=1097;N=572),Normal,5.53636379239547
GTEX.ZC5H.2626.SM.5J2MG,BRCA(T=1097;N=572),Normal,6.19593810042783
GTEX.ZDTT.2126.SM.DKPOM,BRCA(T=1097;N=572),Normal,6.52872758153442
GTEX.ZDXO.0126.SM.5S2ND,BRCA(T=1097;N=572),Normal,6.88386515450979
GTEX.ZDYS.1126.SM.5K7UB,BRCA(T=1097;N=572),Normal,6.74281466986289
GTEX.ZEX8.2226.SM.57WC6,BRCA(T=1097;N=572),Normal,5.68565987743181
GTEX.ZF29.1926.SM.5S2P1,BRCA(T=1097;N=572),Normal,5.60733031374961
GTEX.ZF2S.2026.SM.5E461,BRCA(T=1097;N=572),Normal,5.55765515472542
GTEX.ZF3C.2326.SM.5S2NC,BRCA(T=1097;N=572),Normal,5.75167794568758
GTEX.ZGAY.1726.SM.DO91P,BRCA(T=1097;N=572),Normal,6.33824611718203
GTEX.ZLFU.2126.SM.DO931,BRCA(T=1097;N=572),Normal,6.72519581722666
GTEX.ZLV1.1426.SM.DO92Z,BRCA(T=1097;N=572),Normal,6.23304440126558
GTEX.ZLWG.1926.SM.DO92J,BRCA(T=1097;N=572),Normal,6.92837032301897
GTEX.ZPIC.1126.SM.5BC7F,BRCA(T=1097;N=572),Normal,6.27426166125705
GTEX.ZQG8.0726.SM.5P9H9,BRCA(T=1097;N=572),Normal,6.83162393682075
GTEX.ZQUD.1926.SM.51MSA,BRCA(T=1097;N=572),Normal,6.01457846492289
GTEX.ZT9W.2026.SM.51MRA,BRCA(T=1097;N=572),Normal,6.52105073690096
GTEX.ZTPG.2826.SM.57WGA,BRCA(T=1097;N=572),Normal,6.11623997946937
GTEX.ZTTD.1026.SM.51MRD,BRCA(T=1097;N=572),Normal,7.24887634283713
GTEX.ZTX8.1226.SM.4YCE9,BRCA(T=1097;N=572),Normal,6.20945336562895
GTEX.ZU9S.1926.SM.5NQBP,BRCA(T=1097;N=572),Normal,6.02680005934372
GTEX.ZUA1.1526.SM.59HLS,BRCA(T=1097;N=572),Normal,5.68901954137795
GTEX.ZV6S.1826.SM.5NQ8D,BRCA(T=1097;N=572),Normal,6.40036714591488
GTEX.ZV7C.1826.SM.5NQ83,BRCA(T=1097;N=572),Normal,6.25550073314839
GTEX.ZVE2.1226.SM.5NQ8R,BRCA(T=1097;N=572),Normal,5.6562103201826
GTEX.ZVT2.1826.SM.5NQ8W,BRCA(T=1097;N=572),Normal,6.65463602852797
GTEX.ZVT4.1026.SM.57WC4,BRCA(T=1097;N=572),Normal,5.77899700616954
GTEX.ZVTK.0326.SM.51MRR,BRCA(T=1097;N=572),Normal,6.02480723340057
GTEX.ZVZQ.0826.SM.51MRF,BRCA(T=1097;N=572),Normal,5.61028665708102
GTEX.ZWKS.2826.SM.5NQ74,BRCA(T=1097;N=572),Normal,5.75728999237877
GTEX.ZXES.0826.SM.5E43C,BRCA(T=1097;N=572),Normal,5.65563804923464
GTEX.ZY6K.1626.SM.5GZWV,BRCA(T=1097;N=572),Normal,6.66533591718518
GTEX.ZYFC.0826.SM.5E44K,BRCA(T=1097;N=572),Normal,6.0759604132434
GTEX.ZYT6.0126.SM.5E45J,BRCA(T=1097;N=572),Normal,6.0746766862945
GTEX.ZYW4.0826.SM.5GIDG,BRCA(T=1097;N=572),Normal,5.80529245560071
GTEX.ZZ64.1226.SM.5E43R,BRCA(T=1097;N=572),Normal,5.92671109909728
GTEX.ZZPU.0626.SM.5E43T,BRCA(T=1097;N=572),Normal,5.79753183957196
TCGA.C5.A7UI.01,CESC(T=306;N=22),Tumor,7.61925468652641
TCGA.C5.A902.01,CESC(T=306;N=22),Tumor,7.87259211533244
TCGA.DS.A1OB.01,CESC(T=306;N=22),Tumor,7.28745499181732
TCGA.Q1.A6DW.01,CESC(T=306;N=22),Tumor,6.17403700956023
TCGA.EK.A2R7.01,CESC(T=306;N=22),Tumor,7.02337474653708
TCGA.C5.A7X8.01,CESC(T=306;N=22),Tumor,6.78499967263439
TCGA.Q1.A5R3.01,CESC(T=306;N=22),Tumor,8.47037353540511
TCGA.C5.A7X5.01,CESC(T=306;N=22),Tumor,7.26490087852372
TCGA.ZJ.A8QR.01,CESC(T=306;N=22),Tumor,6.37534476875229
TCGA.HM.A3JK.01,CESC(T=306;N=22),Tumor,6.17655424293488
TCGA.EA.A556.01,CESC(T=306;N=22),Tumor,7.60801931028725
TCGA.VS.A9V4.01,CESC(T=306;N=22),Tumor,7.23971928514385
TCGA.IR.A3L7.01,CESC(T=306;N=22),Tumor,6.68664465365102
TCGA.EK.A2RL.01,CESC(T=306;N=22),Tumor,6.47674495476559
TCGA.VS.A94X.01,CESC(T=306;N=22),Tumor,6.97696447452324
TCGA.VS.A9V3.01,CESC(T=306;N=22),Tumor,5.68426260015157
TCGA.EK.A2RO.01,CESC(T=306;N=22),Tumor,7.08318195428627
TCGA.JW.A5VJ.01,CESC(T=306;N=22),Tumor,6.56339934802709
TCGA.MA.AA42.01,CESC(T=306;N=22),Tumor,6.94783525090437
TCGA.C5.A1MK.01,CESC(T=306;N=22),Tumor,6.26895873408302
TCGA.UC.A7PG.01,CESC(T=306;N=22),Tumor,5.87088930738834
TCGA.VS.A9UH.01,CESC(T=306;N=22),Tumor,6.04087044140343
TCGA.4J.AA1J.01,CESC(T=306;N=22),Tumor,5.70739722974856
TCGA.C5.A1ME.01,CESC(T=306;N=22),Tumor,7.88878755428445
TCGA.C5.A8YR.01,CESC(T=306;N=22),Tumor,7.45765145010637
TCGA.EA.A5FO.01,CESC(T=306;N=22),Tumor,6.67583556135002
TCGA.MA.AA3Z.01,CESC(T=306;N=22),Tumor,6.40072213815078
TCGA.C5.A8XJ.01,CESC(T=306;N=22),Tumor,5.36160788729563
TCGA.R2.A69V.01,CESC(T=306;N=22),Tumor,6.43044453006516
TCGA.C5.A1BM.01,CESC(T=306;N=22),Tumor,6.2477894096738
TCGA.ZJ.AAXD.01,CESC(T=306;N=22),Tumor,5.92658617667657
TCGA.HM.A4S6.01,CESC(T=306;N=22),Tumor,5.94369188351754
TCGA.EA.A5ZF.01,CESC(T=306;N=22),Tumor,7.49956095679943
TCGA.C5.A1M6.01,CESC(T=306;N=22),Tumor,7.63258256036809
TCGA.DG.A2KK.01,CESC(T=306;N=22),Tumor,6.30031291504389
TCGA.HG.A2PA.01,CESC(T=306;N=22),Tumor,6.30865948262876
TCGA.VS.A8EH.01,CESC(T=306;N=22),Tumor,6.47111439357281
TCGA.FU.A5XV.01,CESC(T=306;N=22),Tumor,6.72072477717096
TCGA.C5.A1MF.01,CESC(T=306;N=22),Tumor,8.3529707433195
TCGA.EX.A449.01,CESC(T=306;N=22),Tumor,6.98986570288077
TCGA.C5.A2LX.01,CESC(T=306;N=22),Tumor,7.52966591415503
TCGA.HM.A3JJ.01,CESC(T=306;N=22),Tumor,6.5088359930007
TCGA.LP.A4AW.01,CESC(T=306;N=22),Tumor,8.21963337016814
TCGA.C5.A8XH.01,CESC(T=306;N=22),Tumor,7.17737437843692
TCGA.EK.A2RE.01,CESC(T=306;N=22),Tumor,6.13491690040465
TCGA.EK.A2RC.01,CESC(T=306;N=22),Tumor,6.43404529283253
TCGA.EA.A3HU.01,CESC(T=306;N=22),Tumor,5.92435919367123
TCGA.EK.A2PI.01,CESC(T=306;N=22),Tumor,7.03242308987946
TCGA.EX.A8YF.01,CESC(T=306;N=22),Tumor,6.68331865267201
TCGA.C5.A7UC.01,CESC(T=306;N=22),Tumor,7.15367234692119
TCGA.EA.A3QE.01,CESC(T=306;N=22),Tumor,6.07307235221364
TCGA.EA.A4BA.01,CESC(T=306;N=22),Tumor,8.017719894518
TCGA.EA.A411.01,CESC(T=306;N=22),Tumor,6.39639221284754
TCGA.IR.A3LL.01,CESC(T=306;N=22),Tumor,6.57390384172219
TCGA.IR.A3LF.01,CESC(T=306;N=22),Tumor,6.34002185820813
TCGA.EK.A3GJ.01,CESC(T=306;N=22),Tumor,5.44419292577151
TCGA.ZJ.AAXI.01,CESC(T=306;N=22),Tumor,6.74223466096547
TCGA.C5.A1BI.01,CESC(T=306;N=22),Tumor,5.70151847191865
TCGA.EK.A3GK.01,CESC(T=306;N=22),Tumor,7.16170654211055
TCGA.EA.A3HT.01,CESC(T=306;N=22),Tumor,5.65706779986652
TCGA.C5.A2M1.01,CESC(T=306;N=22),Tumor,7.04713546871375
TCGA.VS.AA62.01,CESC(T=306;N=22),Tumor,5.54544518759381
TCGA.JW.A5VL.01,CESC(T=306;N=22),Tumor,5.85892293271311
TCGA.EK.A2IR.01,CESC(T=306;N=22),Tumor,8.25657358860693
TCGA.VS.A9UD.01,CESC(T=306;N=22),Tumor,6.93491678072141
TCGA.VS.A9UR.01,CESC(T=306;N=22),Tumor,6.4071559253024
TCGA.FU.A3EO.01,CESC(T=306;N=22),Tumor,7.9518423931853
TCGA.JX.A3Q0.01,CESC(T=306;N=22),Tumor,6.40895792362729
TCGA.VS.A8QH.01,CESC(T=306;N=22),Tumor,7.85700476597736
TCGA.EK.A2RM.01,CESC(T=306;N=22),Tumor,7.43321323525867
TCGA.ZJ.AAX8.01,CESC(T=306;N=22),Tumor,5.95935696520321
TCGA.DR.A0ZL.01,CESC(T=306;N=22),Tumor,7.11082998783498
TCGA.2W.A8YY.01,CESC(T=306;N=22),Tumor,7.3253530227459
TCGA.BI.A0VR.01,CESC(T=306;N=22),Tumor,6.45458431712629
TCGA.FU.A23L.01,CESC(T=306;N=22),Tumor,6.31469935019333
TCGA.VS.A8EJ.01,CESC(T=306;N=22),Tumor,6.74719946809473
TCGA.DS.A0VK.01,CESC(T=306;N=22),Tumor,5.64143940295309
TCGA.LP.A4AX.01,CESC(T=306;N=22),Tumor,7.15658948112148
TCGA.EK.A2RJ.01,CESC(T=306;N=22),Tumor,6.54729667142676
TCGA.JW.A852.01,CESC(T=306;N=22),Tumor,8.71178559809456
TCGA.Q1.A73S.01,CESC(T=306;N=22),Tumor,7.65162173320459
TCGA.ZJ.AAXU.01,CESC(T=306;N=22),Tumor,5.97903527368546
TCGA.C5.A1MI.01,CESC(T=306;N=22),Tumor,6.53850105902426
TCGA.VS.A8QA.01,CESC(T=306;N=22),Tumor,6.85697822900962
TCGA.EA.A5ZD.01,CESC(T=306;N=22),Tumor,6.1676349968349
TCGA.XS.A8TJ.01,CESC(T=306;N=22),Tumor,6.39119371625294
TCGA.C5.A7CO.01,CESC(T=306;N=22),Tumor,8.03756203937752
TCGA.MY.A5BF.01,CESC(T=306;N=22),Tumor,6.72979687420615
TCGA.C5.A1BL.01,CESC(T=306;N=22),Tumor,6.41091789165417
TCGA.C5.A1M5.01,CESC(T=306;N=22),Tumor,6.45199449120351
TCGA.DS.A5RQ.01,CESC(T=306;N=22),Tumor,6.55611649572249
TCGA.JW.A5VG.01,CESC(T=306;N=22),Tumor,6.98026130336104
TCGA.WL.A834.01,CESC(T=306;N=22),Tumor,6.84695557862417
TCGA.DS.A1OD.01,CESC(T=306;N=22),Tumor,6.3638939558811
TCGA.Q1.A5R1.01,CESC(T=306;N=22),Tumor,6.8348896888528
TCGA.ZJ.AAXF.01,CESC(T=306;N=22),Tumor,6.62950054499288
TCGA.LP.A5U2.01,CESC(T=306;N=22),Tumor,8.10572889530941
TCGA.C5.A7CK.01,CESC(T=306;N=22),Tumor,7.37850471416543
TCGA.ZJ.AB0H.01,CESC(T=306;N=22),Tumor,6.36196233043044
TCGA.EK.A2R9.01,CESC(T=306;N=22),Tumor,6.74078692487349
TCGA.VS.A954.01,CESC(T=306;N=22),Tumor,6.89055570836838
TCGA.Q1.A73O.01,CESC(T=306;N=22),Tumor,5.17957367554569
TCGA.VS.A9U6.01,CESC(T=306;N=22),Tumor,6.81412557809135
TCGA.EK.A3GM.01,CESC(T=306;N=22),Tumor,6.57679040755735
TCGA.C5.A7CJ.01,CESC(T=306;N=22),Tumor,5.86662325354939
TCGA.FU.A3WB.01,CESC(T=306;N=22),Tumor,6.77399602578725
TCGA.VS.A9V1.01,CESC(T=306;N=22),Tumor,7.20884550216768
TCGA.C5.A1ML.01,CESC(T=306;N=22),Tumor,6.39698467991574
TCGA.IR.A3LB.01,CESC(T=306;N=22),Tumor,5.96847469329486
TCGA.VS.A9U7.01,CESC(T=306;N=22),Tumor,6.27086402107021
TCGA.EK.A2RK.01,CESC(T=306;N=22),Tumor,6.38802556415304
TCGA.C5.A905.01,CESC(T=306;N=22),Tumor,7.4967785981056
TCGA.C5.A3HL.01,CESC(T=306;N=22),Tumor,5.84553828809556
TCGA.C5.A1MH.01,CESC(T=306;N=22),Tumor,6.34195284308411
TCGA.Q1.A5R2.01,CESC(T=306;N=22),Tumor,7.76355893075338
TCGA.FU.A3HY.01,CESC(T=306;N=22),Tumor,5.86073906548036
TCGA.EA.A439.01,CESC(T=306;N=22),Tumor,5.83914684607767
TCGA.C5.A7UH.01,CESC(T=306;N=22),Tumor,6.64495284016426
TCGA.C5.A1M7.01,CESC(T=306;N=22),Tumor,6.26647427550325
TCGA.EA.A50E.01,CESC(T=306;N=22),Tumor,7.21421582729518
TCGA.VS.A9V5.01,CESC(T=306;N=22),Tumor,5.96810203490316
TCGA.BI.A20A.01,CESC(T=306;N=22),Tumor,7.681166157922
TCGA.C5.A2LV.01,CESC(T=306;N=22),Tumor,7.24368595441579
TCGA.C5.A2LZ.01,CESC(T=306;N=22),Tumor,6.37968123926454
TCGA.Q1.A6DV.01,CESC(T=306;N=22),Tumor,6.54143084667609
TCGA.EK.A3GN.01,CESC(T=306;N=22),Tumor,7.03362510729067
TCGA.ZJ.A8QQ.01,CESC(T=306;N=22),Tumor,6.41757578949652
TCGA.LP.A5U3.01,CESC(T=306;N=22),Tumor,5.78345224666442
TCGA.VS.A94Z.01,CESC(T=306;N=22),Tumor,6.47550468513538
TCGA.EK.A2PG.01,CESC(T=306;N=22),Tumor,7.275343631295
TCGA.DG.A2KL.01,CESC(T=306;N=22),Tumor,5.51465914139604
TCGA.EA.A6QX.01,CESC(T=306;N=22),Tumor,6.95427496732077
TCGA.VS.A9UT.01,CESC(T=306;N=22),Tumor,6.00227715076208
TCGA.C5.A8ZZ.01,CESC(T=306;N=22),Tumor,6.7884526314443
TCGA.VS.A959.01,CESC(T=306;N=22),Tumor,6.40055479400187
TCGA.VS.A950.01,CESC(T=306;N=22),Tumor,6.6797525927771
TCGA.VS.A9UM.01,CESC(T=306;N=22),Tumor,5.86752566263852
TCGA.DS.A0VM.01,CESC(T=306;N=22),Tumor,6.89452045661678
TCGA.VS.A957.01,CESC(T=306;N=22),Tumor,6.9995208111604
TCGA.EA.A3HR.01,CESC(T=306;N=22),Tumor,5.21848470775549
TCGA.C5.A2M2.01,CESC(T=306;N=22),Tumor,6.5387583672153
TCGA.VS.A9UV.01,CESC(T=306;N=22),Tumor,6.81481961576991
TCGA.EX.A3L1.01,CESC(T=306;N=22),Tumor,6.8072498082181
TCGA.VS.A9UU.01,CESC(T=306;N=22),Tumor,6.56051203061102
TCGA.MY.A5BE.01,CESC(T=306;N=22),Tumor,6.90131461596769
TCGA.VS.A94W.01,CESC(T=306;N=22),Tumor,6.28222678368553
TCGA.C5.A3HD.01,CESC(T=306;N=22),Tumor,6.57996477003922
TCGA.JX.A3PZ.01,CESC(T=306;N=22),Tumor,7.83077420435195
TCGA.IR.A3LA.01,CESC(T=306;N=22),Tumor,6.90654037262447
TCGA.C5.A3HE.01,CESC(T=306;N=22),Tumor,7.8606467328838
TCGA.Q1.A6DT.01,CESC(T=306;N=22),Tumor,6.85903373921142
TCGA.C5.A7CL.01,CESC(T=306;N=22),Tumor,5.61846353981219
TCGA.IR.A3LK.01,CESC(T=306;N=22),Tumor,5.81307792138473
TCGA.MA.AA3X.01,CESC(T=306;N=22),Tumor,5.44683668122097
TCGA.C5.A7XC.01,CESC(T=306;N=22),Tumor,6.14720141507606
TCGA.HM.A6W2.06,CESC(T=306;N=22),Tumor,6.67322629825658
TCGA.VS.A94Y.01,CESC(T=306;N=22),Tumor,6.47826152777041
TCGA.EK.A2PM.01,CESC(T=306;N=22),Tumor,7.58288565214023
TCGA.FU.A3TQ.01,CESC(T=306;N=22),Tumor,5.13017333880677
TCGA.EX.A69M.01,CESC(T=306;N=22),Tumor,6.53162058729668
TCGA.ZJ.AAX4.01,CESC(T=306;N=22),Tumor,6.26530727641368
TCGA.FU.A40J.01,CESC(T=306;N=22),Tumor,6.73983487310335
TCGA.VS.A8QF.01,CESC(T=306;N=22),Tumor,6.75156074702323
TCGA.Q1.A73R.01,CESC(T=306;N=22),Tumor,5.95931463112157
TCGA.VS.A9V0.01,CESC(T=306;N=22),Tumor,7.13603278958272
TCGA.UC.A7PF.01,CESC(T=306;N=22),Tumor,6.99607200427241
TCGA.C5.A1BQ.01,CESC(T=306;N=22),Tumor,6.34675173009759
TCGA.C5.A1MN.01,CESC(T=306;N=22),Tumor,6.43221752283618
TCGA.VS.A8EB.01,CESC(T=306;N=22),Tumor,5.92648436375931
TCGA.MY.A5BD.01,CESC(T=306;N=22),Tumor,6.66919135135722
TCGA.C5.A3HF.01,CESC(T=306;N=22),Tumor,7.0064233150047
TCGA.HM.A6W2.01,CESC(T=306;N=22),Tumor,7.25022805223364
TCGA.C5.A2LS.01,CESC(T=306;N=22),Tumor,6.36073937728323
TCGA.C5.A8YT.01,CESC(T=306;N=22),Tumor,6.71498036329645
TCGA.C5.A901.01,CESC(T=306;N=22),Tumor,5.33911460584537
TCGA.MU.A51Y.01,CESC(T=306;N=22),Tumor,5.77735346219909
TCGA.EA.A5ZE.01,CESC(T=306;N=22),Tumor,6.64881233140696
TCGA.IR.A3LI.01,CESC(T=306;N=22),Tumor,7.45861036564584
TCGA.ZJ.AAXA.01,CESC(T=306;N=22),Tumor,6.30078208275331
TCGA.FU.A3NI.01,CESC(T=306;N=22),Tumor,6.74372908203994
TCGA.DG.A2KM.01,CESC(T=306;N=22),Tumor,5.59491602041436
TCGA.EA.A97N.01,CESC(T=306;N=22),Tumor,5.52039021929608
TCGA.DG.A2KJ.01,CESC(T=306;N=22),Tumor,9.60891424630062
TCGA.VS.A8QM.01,CESC(T=306;N=22),Tumor,6.07675201992949
TCGA.VS.A8EL.01,CESC(T=306;N=22),Tumor,6.94479942724838
TCGA.Q1.A73P.01,CESC(T=306;N=22),Tumor,6.03613965826182
TCGA.PN.A8MA.01,CESC(T=306;N=22),Tumor,6.13741911618309
TCGA.C5.A1BN.01,CESC(T=306;N=22),Tumor,7.06134161921958
TCGA.DS.A1O9.01,CESC(T=306;N=22),Tumor,6.18025701423531
TCGA.DS.A7WH.01,CESC(T=306;N=22),Tumor,5.39298610362367
TCGA.VS.A9UL.01,CESC(T=306;N=22),Tumor,6.0979289883803
TCGA.VS.A953.01,CESC(T=306;N=22),Tumor,6.50130448335993
TCGA.FU.A770.01,CESC(T=306;N=22),Tumor,6.96308595702161
TCGA.C5.A7CM.01,CESC(T=306;N=22),Tumor,7.28077944448118
TCGA.ZJ.AAXT.01,CESC(T=306;N=22),Tumor,7.23658834865059
TCGA.EK.A2R8.01,CESC(T=306;N=22),Tumor,6.78739172617053
TCGA.C5.A1BJ.01,CESC(T=306;N=22),Tumor,6.57539415192119
TCGA.VS.A9UJ.01,CESC(T=306;N=22),Tumor,6.41641951868094
TCGA.EA.A3HQ.01,CESC(T=306;N=22),Tumor,7.04361236535785
TCGA.JX.A5QV.01,CESC(T=306;N=22),Tumor,7.11467915230986
TCGA.C5.A1M8.01,CESC(T=306;N=22),Tumor,7.08393262253461
TCGA.ZJ.AB0I.01,CESC(T=306;N=22),Tumor,6.5393936660665
TCGA.C5.A0TN.01,CESC(T=306;N=22),Tumor,7.32278727232396
TCGA.VS.A9UB.01,CESC(T=306;N=22),Tumor,6.65571827934615
TCGA.LP.A4AU.01,CESC(T=306;N=22),Tumor,7.18569747570773
TCGA.ZJ.AAXN.01,CESC(T=306;N=22),Tumor,6.32988094410052
TCGA.C5.A2LY.01,CESC(T=306;N=22),Tumor,7.14999882437292
TCGA.EK.A2GZ.01,CESC(T=306;N=22),Tumor,6.05010655396176
TCGA.ZJ.A8QO.01,CESC(T=306;N=22),Tumor,6.4465862707789
TCGA.FU.A2QG.01,CESC(T=306;N=22),Tumor,6.56267370988026
TCGA.BI.A0VS.01,CESC(T=306;N=22),Tumor,5.9024362912417
TCGA.DG.A2KH.01,CESC(T=306;N=22),Tumor,7.33274198623658
TCGA.EK.A2RB.01,CESC(T=306;N=22),Tumor,7.49561228431703
TCGA.VS.A8EI.01,CESC(T=306;N=22),Tumor,7.16046967942185
TCGA.EK.A2IP.01,CESC(T=306;N=22),Tumor,6.61677016385827
TCGA.JW.AAVH.01,CESC(T=306;N=22),Tumor,6.89212231591518
TCGA.MU.A5YI.01,CESC(T=306;N=22),Tumor,6.02598511419452
TCGA.C5.A7UE.01,CESC(T=306;N=22),Tumor,7.80709167445027
TCGA.UC.A7PD.01,CESC(T=306;N=22),Tumor,7.0637142291673
TCGA.DS.A1OC.01,CESC(T=306;N=22),Tumor,6.73327217105664
TCGA.EA.A1QT.01,CESC(T=306;N=22),Tumor,7.26149342581365
TCGA.FU.A3TX.01,CESC(T=306;N=22),Tumor,6.3410787625591
TCGA.VS.A9UQ.01,CESC(T=306;N=22),Tumor,6.26346115422316
TCGA.FU.A3YQ.01,CESC(T=306;N=22),Tumor,5.52216071118923
TCGA.EA.A5O9.01,CESC(T=306;N=22),Tumor,8.05465739463992
TCGA.MA.AA3W.01,CESC(T=306;N=22),Tumor,6.73085116473346
TCGA.VS.A8QC.01,CESC(T=306;N=22),Tumor,6.97339242328131
TCGA.VS.A9V2.01,CESC(T=306;N=22),Tumor,6.85918813903035
TCGA.MY.A913.01,CESC(T=306;N=22),Tumor,6.83463027997001
TCGA.JW.A5VK.01,CESC(T=306;N=22),Tumor,7.70538035587865
TCGA.VS.A9UO.01,CESC(T=306;N=22),Tumor,6.41602247865787
TCGA.C5.A7X3.01,CESC(T=306;N=22),Tumor,7.13019889448191
TCGA.C5.A1M9.01,CESC(T=306;N=22),Tumor,7.33357888762184
TCGA.EA.A44S.01,CESC(T=306;N=22),Tumor,7.06286118437844
TCGA.EA.A43B.01,CESC(T=306;N=22),Tumor,7.32424902358393
TCGA.FU.A3HZ.01,CESC(T=306;N=22),Tumor,7.39438610835143
TCGA.C5.A1MJ.01,CESC(T=306;N=22),Tumor,7.37210497584068
TCGA.JW.A69B.01,CESC(T=306;N=22),Tumor,6.54985031349684
TCGA.EA.A3QD.01,CESC(T=306;N=22),Tumor,7.95450471312201
TCGA.MU.A8JM.01,CESC(T=306;N=22),Tumor,5.87322087558485
TCGA.VS.A8EC.01,CESC(T=306;N=22),Tumor,7.56342629057378
TCGA.C5.A1BK.01,CESC(T=306;N=22),Tumor,6.55923126800237
TCGA.VS.A8EG.01,CESC(T=306;N=22),Tumor,6.27451118688189
TCGA.ZJ.AAXJ.01,CESC(T=306;N=22),Tumor,6.33654533112086
TCGA.EK.A2RN.01,CESC(T=306;N=22),Tumor,5.40220979364569
TCGA.MA.AA41.01,CESC(T=306;N=22),Tumor,5.99141382843442
TCGA.C5.A907.01,CESC(T=306;N=22),Tumor,7.02531358763616
TCGA.DS.A0VN.01,CESC(T=306;N=22),Tumor,6.7398334985822
TCGA.VS.A8Q8.01,CESC(T=306;N=22),Tumor,6.50090507316852
TCGA.FU.A23K.01,CESC(T=306;N=22),Tumor,8.51164054700432
TCGA.EA.A410.01,CESC(T=306;N=22),Tumor,7.39498565466313
TCGA.FU.A57G.01,CESC(T=306;N=22),Tumor,6.36035282996524
TCGA.ZJ.AAXB.01,CESC(T=306;N=22),Tumor,7.98053626081176
TCGA.EK.A2PK.01,CESC(T=306;N=22),Tumor,6.54224999484784
TCGA.C5.A1MQ.01,CESC(T=306;N=22),Tumor,7.2557493499949
TCGA.EA.A3HS.01,CESC(T=306;N=22),Tumor,6.13548384274904
TCGA.DS.A7WF.01,CESC(T=306;N=22),Tumor,6.04428700546792
TCGA.VS.A9U5.01,CESC(T=306;N=22),Tumor,7.19597183510324
TCGA.DR.A0ZM.01,CESC(T=306;N=22),Tumor,6.7704292093883
TCGA.VS.A9UZ.01,CESC(T=306;N=22),Tumor,6.54488883304538
TCGA.DS.A7WI.01,CESC(T=306;N=22),Tumor,7.49890911515818
TCGA.EX.A69L.01,CESC(T=306;N=22),Tumor,6.52231136888528
TCGA.Q1.A73Q.01,CESC(T=306;N=22),Tumor,6.90817263190458
TCGA.VS.A9UI.01,CESC(T=306;N=22),Tumor,5.78815142074371
TCGA.C5.A8XI.01,CESC(T=306;N=22),Tumor,6.3737059562463
TCGA.VS.A8Q9.01,CESC(T=306;N=22),Tumor,7.66982847844578
TCGA.C5.A2LT.01,CESC(T=306;N=22),Tumor,6.36263795989624
TCGA.ZX.AA5X.01,CESC(T=306;N=22),Tumor,6.44932401646688
TCGA.UC.A7PG.06,CESC(T=306;N=22),Tumor,6.34033468273825
TCGA.GH.A9DA.01,CESC(T=306;N=22),Tumor,6.73211753175549
TCGA.C5.A7CH.01,CESC(T=306;N=22),Tumor,6.78119300384702
TCGA.EA.A3Y4.01,CESC(T=306;N=22),Tumor,6.98552192893961
TCGA.EX.A1H6.01,CESC(T=306;N=22),Tumor,6.90155122642445
TCGA.C5.A1BE.01,CESC(T=306;N=22),Tumor,6.64491986091752
TCGA.C5.A8XK.01,CESC(T=306;N=22),Tumor,7.51983894863805
TCGA.RA.A741.01,CESC(T=306;N=22),Tumor,7.08482232406073
TCGA.VS.A958.01,CESC(T=306;N=22),Tumor,6.11824964279017
TCGA.MA.AA43.01,CESC(T=306;N=22),Tumor,6.46341731173624
TCGA.JW.A5VH.01,CESC(T=306;N=22),Tumor,7.28424725936286
TCGA.VS.A9UY.01,CESC(T=306;N=22),Tumor,5.91115284177692
TCGA.VS.A9UC.01,CESC(T=306;N=22),Tumor,5.14491321988508
TCGA.C5.A8YQ.01,CESC(T=306;N=22),Tumor,7.02925235001818
TCGA.MA.AA3Y.01,CESC(T=306;N=22),Tumor,6.60129225403641
TCGA.VS.A8EK.01,CESC(T=306;N=22),Tumor,6.84574701158897
TCGA.LP.A4AV.01,CESC(T=306;N=22),Tumor,7.5197244688996
TCGA.C5.A7CG.01,CESC(T=306;N=22),Tumor,6.48482329532457
TCGA.VS.A952.01,CESC(T=306;N=22),Tumor,6.04502233787497
TCGA.EK.A2PL.01,CESC(T=306;N=22),Tumor,6.71747737372517
TCGA.EK.A2H1.01,CESC(T=306;N=22),Tumor,6.83025176135232
TCGA.VS.A9UP.01,CESC(T=306;N=22),Tumor,5.67181613140953
TCGA.C5.A1BF.01,CESC(T=306;N=22),Tumor,6.97360758535849
TCGA.DS.A3LQ.01,CESC(T=306;N=22),Tumor,6.90223023760174
TCGA.C5.A1MP.01,CESC(T=306;N=22),Tumor,6.38460066212625
TCGA.EK.A2RA.01,CESC(T=306;N=22),Tumor,6.6378353124106
TCGA.EX.A1H5.01,CESC(T=306;N=22),Tumor,6.63552524126837
TCGA.JW.A5VI.01,CESC(T=306;N=22),Tumor,5.72200945874792
TCGA.JX.A3Q8.01,CESC(T=306;N=22),Tumor,7.5823934912344
TCGA.IR.A3LC.01,CESC(T=306;N=22),Tumor,7.64024636533788
TCGA.EK.A2H0.01,CESC(T=306;N=22),Tumor,6.66312775227116
TCGA.IR.A3LH.01,CESC(T=306;N=22),Tumor,6.20489839419106
TCGA.DS.A1OA.01,CESC(T=306;N=22),Tumor,6.4544950215082
TCGA.DS.A0VL.01,CESC(T=306;N=22),Tumor,6.24681426652102
TCGA.EA.A1QS.01,CESC(T=306;N=22),Tumor,5.30558321678049
