Depmap ID,Expression 22Q1 Public,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000317,6.528883827274642,TUHR14TKB,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000318,7.313880701100727,TE10,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000319,6.731590571594451,MPP89,Lung Cancer,Lung,Mesothelioma
ACH-000320,6.8855743643714264,PSN1,Pancreatic Cancer,Pancreas,Exocrine
ACH-000321,6.2389778817708965,MOLM6,Leukemia,Blood,CML
ACH-000322,7.232852591780372,HT144,Skin Cancer,Skin,Melanoma
ACH-000323,6.775840698531255,42MGBA,Brain Cancer,Central Nervous System,Glioma
ACH-000324,6.989139007368232,JHOC5,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000325,6.8561142339774594,SNU620,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000326,6.248307120087241,JURLMK1,Leukemia,Blood,CML
ACH-000327,7.056800263143443,NCIH1395,Lung Cancer,Lung,NSCLC
ACH-000328,5.3947199129940655,LN215,Brain Cancer,Central Nervous System,Glioma
ACH-000329,6.5505928897043,CCFSTTG1,Brain Cancer,Central Nervous System,Glioma
ACH-000330,5.85598969730848,EFM19,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000331,7.837880185659853,ISTMES2,Lung Cancer,Lung,Mesothelioma
ACH-000332,6.770829046032491,YAPC,Pancreatic Cancer,Pancreas,Exocrine
ACH-000333,5.561326136453919,JHOM2B,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000334,6.8467440232448675,DB,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000335,7.6508363474900625,MSTO211H,Lung Cancer,Lung,Mesothelioma
ACH-000336,6.282439805006387,OCIAML3,Leukemia,Blood,AML
ACH-000337,5.628773595201645,NCIH3122,Lung Cancer,Lung,NSCLC
ACH-000338,5.649615459063409,SR786,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000339,7.13257684267001,HCC461,Lung Cancer,Lung,NSCLC
ACH-000340,6.659353759170051,HS870T,Fibroblast,Fibroblast,Fibroblast Bone
ACH-000341,6.970393537914678,SKNFI,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000342,6.621026189464851,CL14,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000343,7.4495613746132365,NCIH522,Lung Cancer,Lung,NSCLC
ACH-000344,7.014578464922893,SNU668,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000345,6.986752226514344,KPNRTBM1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000346,6.493935485580523,JVM3,Leukemia,Blood,CLL
ACH-000347,6.567880042052732,QGP1,Pancreatic Cancer,Pancreas,Endocrine
ACH-000348,6.520107901637548,RPMI7951,Skin Cancer,Skin,Melanoma
ACH-000349,7.657854335815724,HCC1500,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000350,6.501916779674372,COLO678,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000351,6.242983516109693,MKN1,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000352,7.217036792564097,HCC1428,Breast Cancer,Breast,Breast Carcinoma
ACH-000353,7.671859468247478,TE15,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000354,6.3132458517875625,CAPAN1,Pancreatic Cancer,Pancreas,Exocrine
ACH-000355,7.588864518190148,NCIH82,Lung Cancer,Lung,SCLC
ACH-000356,7.703419134072053,MKN45,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000357,7.299940629824065,JEKO1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000358,7.2268938135713885,NCIH69,Lung Cancer,Lung,SCLC
ACH-000359,6.966937979278457,MG63,Bone Cancer,Bone,Osteosarcoma
ACH-000360,6.821582672706794,NCIH508,Colon/Colorectal Cancer,Colorectal,Caecum Adenocarcinoma
ACH-000361,7.3229196069347475,SKHEP1,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000362,7.03121873061072,MOLM13,Leukemia,Blood,AML
ACH-000363,6.750070485865692,SKMM2,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000364,6.68901954137795,U2OS,Bone Cancer,Bone,Osteosarcoma
ACH-000365,6.69181329717138,SUDHL4,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000366,7.550362015400728,SKNDZ,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000367,7.087356756832419,NCIH226,Lung Cancer,Lung,NSCLC
ACH-000368,6.281698250098829,SNU1105,Brain Cancer,Central Nervous System,Glioma
ACH-000369,6.612647377658316,MOLM16,Leukemia,Blood,AML
ACH-000370,6.651625783920642,SNU626,Brain Cancer,Central Nervous System,Glioma
ACH-000371,7.41438926800622,RL,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000372,6.5168031174426595,P12ICHIKAWA,Leukemia,Blood,ALL
ACH-000373,6.824131379386603,SKM1,Leukemia,Blood,AML
ACH-000374,6.810571634741148,HCC1143,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000375,6.455162801244506,G402,Kidney Cancer,Soft Tissue,Malignant Rhabdoid Tumor
ACH-000376,7.1996723448363635,SF295,Brain Cancer,Central Nervous System,Glioma
ACH-000377,7.669948004116052,SNU478,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-000378,6.136068312193182,NCIH647,Lung Cancer,Lung,NSCLC
ACH-000379,7.186956081970153,NCIH1781,Lung Cancer,Lung,NSCLC
ACH-000380,6.741601811413242,KMS12BM,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000381,6.8209447918806925,T84,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000382,5.986410935252046,CORL24,Lung Cancer,Lung,SCLC
ACH-000383,6.94345253855882,OE33,Esophageal Cancer,Esophagus,Esophagus Adenocarcinoma
ACH-000384,6.522306892871388,SW780,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000385,6.732404886784963,SKRC20,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000386,6.913846824263043,KG1,Leukemia,Blood,AML
ACH-000387,7.413627929024173,TF1,Leukemia,Blood,AML
ACH-000388,6.295539370406834,NUDHL1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000389,6.742679958154416,H4,Brain Cancer,Central Nervous System,Glioma
ACH-000390,7.128458384146928,LUDLU1,Lung Cancer,Lung,NSCLC
ACH-000391,6.835671479481622,MHHES1,Bone Cancer,Bone,Ewing Sarcoma
ACH-000392,6.307428525192248,CALU3,Lung Cancer,Lung,NSCLC
ACH-000393,7.634448062362307,HLF,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000394,7.868884273028772,NCIH2081,Lung Cancer,Lung,SCLC
ACH-000395,6.392660880711793,NCIH520,Lung Cancer,Lung,NSCLC
ACH-000396,7.353676157751641,J82,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000397,6.988002937508055,TEN,Endometrial/Uterine Cancer,Uterus,Clear Cell Carcinoma
ACH-000398,7.1735272381225075,RI1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000399,6.280770770130602,NCIH2196,Lung Cancer,Lung,SCLC
ACH-000400,6.2199429139541245,SKCO1,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000401,6.8988129772360995,COLO800,Skin Cancer,Skin,Melanoma
ACH-000402,6.930973825562906,BL70,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000403,7.297191416565857,NCIH747,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000404,7.157245867371566,K029AX,Skin Cancer,Skin,Melanoma
ACH-000405,6.954545307294005,MEC1,Leukemia,Blood,CLL
ACH-000406,6.642701571833233,U937,Leukemia,Blood,AML
ACH-000407,7.298841573112033,SNU685,Endometrial/Uterine Cancer,Uterus,MMMT
ACH-000408,6.139755975481314,TE5,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000409,7.430201626359935,OVSAHO,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000410,7.631904587257918,SAOS2,Bone Cancer,Bone,Osteosarcoma
ACH-000411,7.125981653854716,769P,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000412,6.320665184122514,SNU1197,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000413,5.743084055549586,HS739T,Fibroblast,Fibroblast,Fibroblast Breast
ACH-000414,7.216939820959902,NCIH1944,Lung Cancer,Lung,NSCLC
ACH-000415,4.993221467368938,BICR6,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000416,7.540089281982522,NCIH838,Lung Cancer,Lung,NSCLC
ACH-000417,7.507160349117522,PANC0813,Pancreatic Cancer,Pancreas,Exocrine
ACH-000418,6.077029313819001,SW1353,Bone Cancer,Bone,Chondrosarcoma
ACH-000419,7.38655231399833,KMS28BM,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000420,7.3583435103447865,SNU449,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000421,7.181301364926356,SW837,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000422,6.690975738343276,SNU475,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000423,7.56536869043088,SKMEL3,Skin Cancer,Skin,Melanoma
ACH-000424,8.146084938616191,TC71,Bone Cancer,Bone,Ewing Sarcoma
ACH-000425,7.558114538598397,UACC62,Skin Cancer,Skin,Melanoma
ACH-000427,6.918028378797512,NCIN87,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000428,6.4198759304221955,UO31,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000429,6.945794956740061,A704,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000430,6.761019265240483,TYKNU,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000431,6.472000292140352,NCIH1694,Lung Cancer,Lung,SCLC
ACH-000432,6.298841573112033,BV173,Leukemia,Blood,CML
ACH-000433,8.273748984728053,CAKI1,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000434,8.335435019483665,NCIH1915,Lung Cancer,Lung,NSCLC
ACH-000435,6.274820737040402,EFE184,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000436,5.618238655595454,OCIMY7,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000437,6.2695942516833725,SW1088,Brain Cancer,Central Nervous System,Glioma
ACH-000438,7.194067347340115,LU65,Lung Cancer,Lung,NSCLC
ACH-000439,6.5830075272076884,ME1,Leukemia,Blood,AML
ACH-000440,5.988911864954021,CA46,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000441,7.353676157751641,SH4,Skin Cancer,Skin,Melanoma
ACH-000442,6.618385502258606,RERFLCSQ1,Lung Cancer,Lung,NSCLC
ACH-000443,6.8151911371734935,OVKATE,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000444,7.395234212223879,LU99,Lung Cancer,Lung,NSCLC
ACH-000445,6.128664586540031,KNS60,Brain Cancer,Central Nervous System,Glioma
ACH-000446,7.586539586110691,KPNSI9S,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000447,6.423073879089372,NCIH2228,Lung Cancer,Lung,NSCLC
ACH-000448,7.078951341394823,NCIH1666,Lung Cancer,Lung,NSCLC
ACH-000449,7.334407379311367,MESSA,Sarcoma,Soft Tissue,Uterine Sarcoma
ACH-000450,7.61559285651096,MELHO,Skin Cancer,Skin,Melanoma
ACH-000451,6.586314393721116,NCIH2085,Lung Cancer,Lung,NSCLC
ACH-000452,5.750338520244705,TE8,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000453,5.9620862498506435,MOLP2,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000454,7.4342112034855665,HCC95,Lung Cancer,Lung,NSCLC
ACH-000455,5.1763227726404635,LN428,Brain Cancer,Central Nervous System,Glioma
ACH-000456,6.64169052255661,BCPAP,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-000457,6.3244506046560724,CAL54,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000458,7.36702153323231,CJM,Skin Cancer,Skin,Melanoma
ACH-000459,6.684257705058931,TUHR10TKB,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000460,6.9807108289001905,SNU8,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000461,7.295906655297028,SNU1196,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-000462,6.154615611326894,NALM1,Leukemia,Blood,CML
ACH-000463,7.791358274200653,NCIH460,Lung Cancer,Lung,NSCLC
ACH-000464,6.30542338930187,CAS1,Brain Cancer,Central Nervous System,Glioma
ACH-000465,7.788163657037767,SKMEL1,Skin Cancer,Skin,Melanoma
ACH-000466,6.1681205045955645,SNU216,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000467,6.439456918876032,HCC56,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000468,5.109360559404231,PK45H,Pancreatic Cancer,Pancreas,Exocrine
ACH-000469,6.49105137636412,YH13,Brain Cancer,Central Nervous System,Glioma
ACH-000470,7.03727239024627,SW1463,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000471,7.6818708799614415,LI7,Liver Cancer,Liver,
ACH-000472,5.943686951597095,HSC2,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000473,7.001914808080215,RT112,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000475,6.8117278978038875,HUH1,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000476,7.453023646529057,JHH4,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000477,6.750606504835592,MALME3M,Skin Cancer,Skin,Melanoma
ACH-000478,6.317593504623472,SNU387,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000479,6.778471434199831,KNS81,Brain Cancer,Central Nervous System,Glioma
ACH-000480,6.500483401473116,HUH7,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000481,7.670231343841201,NCIH2170,Lung Cancer,Lung,NSCLC
ACH-000482,6.211985606275216,RERFLCKJ,Lung Cancer,Lung,NSCLC
ACH-000483,6.690277401023434,SNU182,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000484,6.330379127580633,VMRCRCW,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000485,6.6526298968407405,GSU,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000486,6.150153455246247,KU1919,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000487,6.969818185946576,F36P,Leukemia,Blood,AML
ACH-000488,6.835292504380046,TE11,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000489,6.368593762650853,SW1116,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000490,7.372690968759548,SF767,Brain Cancer,Central Nervous System,Glioma
ACH-000491,6.475733430966398,NCIH716,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000492,5.950468414150122,MUTZ5,Leukemia,Blood,ALL
ACH-000493,7.1229832540807765,SNU423,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000494,6.506208389306746,OELE,Engineered,Engineered Ovary,
ACH-000495,6.53900367426817,TUHR4TKB,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000496,8.279703430520975,NCIH1792,Lung Cancer,Lung,NSCLC
ACH-000498,6.5163303868259375,KO52,Leukemia,Blood,AML
ACH-000499,7.07189135305663,EW8,Bone Cancer,Bone,Ewing Sarcoma
ACH-000500,6.656782364218995,SNU46,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000501,5.802710219291343,LS123,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000502,7.032762073813793,TCCPAN2,Pancreatic Cancer,Pancreas,Exocrine
ACH-000503,5.68565987743181,BICR16,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000504,6.050284014301707,SNB75,Brain Cancer,Central Nervous System,Glioma
ACH-000505,6.256444596473442,RKN,Sarcoma,Soft Tissue,Leiomyosarcoma
ACH-000506,7.478405614052884,NCIH146,Lung Cancer,Lung,SCLC
ACH-000507,6.327866971402036,KE39,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000508,6.252854625951389,CORL88,Lung Cancer,Lung,SCLC
ACH-000509,7.4257614011908375,HUT78,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000510,7.046687492223867,NCIH1299,Lung Cancer,Lung,NSCLC
ACH-000511,6.876025732722702,CALU1,Lung Cancer,Lung,NSCLC
ACH-000512,6.722056109696096,INA6,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000513,6.488804187372563,SNU1272,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000514,6.424586226251101,NCIH1092,Lung Cancer,Lung,SCLC
ACH-000515,6.740927560318627,HCC33,Lung Cancer,Lung,SCLC
ACH-000516,6.245837889607362,CAL78,Bone Cancer,Bone,Chondrosarcoma
ACH-000517,5.652773284510777,SNU410,Pancreatic Cancer,Pancreas,Exocrine
ACH-000518,6.3435854831613945,CAL33,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000519,6.897361451961423,PEER,Leukemia,Blood,ALL
ACH-000520,6.975102789074845,59M,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000521,7.743689989495446,NCIH2030,Lung Cancer,Lung,NSCLC
ACH-000522,6.889960199658642,UMUC3,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000523,7.025471814621179,NCIH1184,Lung Cancer,Lung,SCLC
ACH-000524,5.524189078449365,KURAMOCHI,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000525,7.255123014847789,NCIH2171,Lung Cancer,Lung,SCLC
ACH-000526,5.756756451307273,HS821T,Fibroblast,Fibroblast,Fibroblast Bone
ACH-000527,5.377123749129487,OVISE,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000528,7.0430819818956625,ABC1,Lung Cancer,Lung,NSCLC
ACH-000529,5.715618859074817,T173,Fibroblast,Fibroblast,Fibroblast Bone
ACH-000530,6.910013053421342,DMS114,Lung Cancer,Lung,SCLC
ACH-000531,5.705425039042728,RS5,Fibroblast,Fibroblast,Fibroblast Lung
ACH-000532,6.211596319969322,SNU61,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000533,6.673980351229853,NCIH2004RT,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-000534,6.755555261972145,WSUDLCL2,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000535,6.74604398299834,BXPC3,Pancreatic Cancer,Pancreas,Exocrine
ACH-000536,6.570766496527611,BT20,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000537,5.991861930556323,SNU761,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000538,6.711770203863192,HUTU80,Gastric Cancer,Gastric,Duodenal Adenocarcinoma
ACH-000539,6.745506265869159,HS618T,Fibroblast,Fibroblast,Fibroblast Lung
ACH-000540,5.782932704820838,HS606T,Fibroblast,Fibroblast,Fibroblast Breast
ACH-000541,7.902435413959018,KMS34,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000542,7.255783956990062,HEYA8,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000543,6.359134582065827,SNU489,Brain Cancer,Central Nervous System,Glioma
ACH-000544,7.89941734867508,OE21,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000545,5.725741156503953,VMCUB1,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000546,5.3687683490903355,HSC4,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000547,6.621319301014191,HT1197,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000548,5.638942668908807,BHY,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000549,5.905447178738849,SNU1076,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000550,7.040454121349624,IGR39,Skin Cancer,Skin,Melanoma
ACH-000551,6.6676083256737195,K562,Leukemia,Blood,CML
ACH-000552,7.110613805500896,HT29,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000553,7.111240020532455,SQ1,Lung Cancer,Lung,NSCLC
ACH-000554,7.068993188613084,UACC893,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000555,6.426264754702097,A498,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000556,5.58706489836317,SIHA,Cervical Cancer,Cervix,Cervical Carcinoma
ACH-000557,7.239932613485237,AML193,Leukemia,Blood,AML
ACH-000558,6.705286790272473,A172,Brain Cancer,Central Nervous System,Glioma
ACH-000559,6.617357261591325,NCIH1836,Lung Cancer,Lung,SCLC
ACH-000560,6.417515002885088,ECC10,Gastric Cancer,Gastric,Gastric Small Cell
ACH-000561,6.537606691495291,TDOTT,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000562,6.9804823555382605,HCC78,Lung Cancer,Lung,NSCLC
ACH-000563,6.989139007368232,EBC1,Lung Cancer,Lung,NSCLC
ACH-000564,6.406502656812875,KHM1B,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000565,5.870611313044544,RCM1,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000566,6.417346217270283,SW1710,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000567,7.25946081613399,ST486,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000568,6.168722254360656,UACC812,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000569,7.004950759951045,ISTMES1,Lung Cancer,Lung,Mesothelioma
ACH-000570,6.564835417010354,YKG1,Brain Cancer,Central Nervous System,Glioma
ACH-000571,6.975561406273617,T98G,Brain Cancer,Central Nervous System,Glioma
ACH-000572,7.86635165707678,G361,Skin Cancer,Skin,Melanoma
ACH-000573,6.456313341355183,MDAMB436,Breast Cancer,Breast,Breast Carcinoma
ACH-000574,7.2506774013040305,FUOV1,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000575,7.444766440833076,HCC364,Lung Cancer,Lung,NSCLC
ACH-000576,6.5674237577072825,KMS27,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000577,5.734709620225838,JHH2,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000578,7.010667962901852,HCC1171,Lung Cancer,Lung,NSCLC
ACH-000579,8.01033228328482,UACC257,Skin Cancer,Skin,Melanoma
ACH-000580,6.417177411906388,C32,Skin Cancer,Skin,Melanoma
ACH-000581,7.25559514727367,SNU16,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000582,7.267254872151989,COLO741,Skin Cancer,Skin,Melanoma
ACH-000583,7.321747746735258,MC116,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000584,8.4276899700137,JHOS4,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000585,6.770696925052418,EPLC272H,Lung Cancer,Lung,NSCLC
ACH-000586,6.338959175415202,NCIH1876,Lung Cancer,Lung,SCLC
ACH-000587,6.4998458870832065,NCIH1975,Lung Cancer,Lung,NSCLC
ACH-000588,5.843732656611304,KMS26,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000589,7.643351158124719,NCIH1437,Lung Cancer,Lung,NSCLC
ACH-000590,6.275938239064431,NCIH2073,Lung Cancer,Lung,NSCLC
ACH-000591,6.7571566256080855,LN235,Brain Cancer,Central Nervous System,Glioma
ACH-000592,6.054631448782968,TM31,Brain Cancer,Central Nervous System,Glioma
ACH-000593,7.276403609553577,BC3C,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000594,6.203984165855989,DMS153,Lung Cancer,Lung,SCLC
ACH-000595,7.459923362676902,LN229,Brain Cancer,Central Nervous System,Glioma
ACH-000596,6.9536144611993596,LCLC97TM1,Lung Cancer,Lung,NSCLC
ACH-000597,5.960233671694454,TTC709,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-000598,6.9372266739794775,KMS21BM,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000599,7.46401472450489,PATU8902,Pancreatic Cancer,Pancreas,Exocrine
ACH-000600,6.335569005556747,SLR26,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000601,7.814101754498188,MIAPACA2,Pancreatic Cancer,Pancreas,Exocrine
ACH-000602,6.9955975783220135,M07E,Leukemia,Blood,AML
ACH-000603,6.522463835492254,BEN,Lung Cancer,Lung,NSCLC
ACH-000604,7.589538797296131,KYO1,Leukemia,Blood,CML
ACH-000605,7.050610526703437,TE6,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000606,7.387241897588392,PECAPJ34CLONEC12,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000607,6.784765696316388,KYM1,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-000608,6.039138393906957,COV644,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000609,6.70376517879341,SF126,Brain Cancer,Central Nervous System,Glioma
ACH-000610,7.097294751123486,NCIH2227,Lung Cancer,Lung,SCLC
ACH-000611,6.836176624809223,SUDHL6,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000612,5.8402114326574734,HUT102,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-000613,7.015359294979159,HOS,Bone Cancer,Bone,Osteosarcoma
ACH-000614,7.048105374442063,RVH421,Skin Cancer,Skin,Melanoma
ACH-000615,6.23189316164533,SKMEL28,Skin Cancer,Skin,Melanoma
ACH-000616,7.207990433232963,HS746T,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000617,7.565292520581022,OVCAR4,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000618,6.9807108289001905,SNU1041,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000619,5.720825666089835,PECAPJ15,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000620,6.544887177974316,JHH1,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000621,7.792334805706693,MDAMB157,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000622,6.541793588194772,KNS42,Brain Cancer,Central Nervous System,Glioma
ACH-000623,6.447248568601776,SNU201,Brain Cancer,Central Nervous System,Glioma
ACH-000624,5.615298579092115,HCC1806,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000625,7.050610526703437,HEP3B217,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000626,6.896514053968843,U266B1,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000627,6.8011586560936985,LCLC103H,Lung Cancer,Lung,NSCLC
ACH-000628,6.582556003014061,NCIH596,Lung Cancer,Lung,NSCLC
ACH-000629,6.862823299823681,IOMMLEE,Brain Cancer,Central Nervous System,Meningioma
ACH-000630,5.9238622680760304,YD8,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000631,6.5185351389821795,KS1,Brain Cancer,Central Nervous System,Glioma
ACH-000632,7.245552706255682,HS944T,Skin Cancer,Skin,Melanoma
ACH-000633,6.723148957047577,FU97,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000634,7.4753281226224235,LN340,Brain Cancer,Central Nervous System,Glioma
